"","dbn","location_category_description","longitude","latitude","school_name","total_enrollment","n_female","p_female","n_male","p_male","n_asian","p_asian","n_black","p_black","n_hispanic","p_hispanic","n_multi_racial","p_multi_racial","n_native_american","p_native_american","n_white","p_white","n_missing_race_ethnicity_data","p_missing_race_ethnicity_data","n_students_with_disabilities","p_students_with_disabilities","n_english_language_learners","p_english_language_learners","n_poverty","p_poverty","economic_need_index","row_id"
"1273","84Q341","K-8",-73.763282,40.689012,"Riverton Street Charter School",989,514,52,475,48,12,1.2,892,90.2,66,6.7,5,0.5,7,0.7,7,0.7,0,0,113,11.4,12,1.2,"755",76.3,50.3,1273
"1274","24Q343","Elementary",-73.922604,40.74258,"The Children's Lab School",488,244,50,244,50,137,28.1,3,0.6,280,57.4,4,0.8,1,0.2,63,12.9,0,0,112,23,144,29.5,"385",78.9,75.1,1274
"1275","28Q349","Elementary",-73.797981,40.708698,"The Queens School for Leadership and Excellence",520,266,51.2,254,48.8,224,43.1,81,15.6,193,37.1,2,0.4,11,2.1,9,1.7,0,0,71,13.7,101,19.4,"451",86.7,80.2,1275
"1276","28Q350","High school",-73.798658,40.714551,"Jamaica Gateway to the Sciences",483,234,48.4,249,51.6,165,34.2,168,34.8,84,17.4,3,0.6,23,4.8,16,3.3,24,5,69,14.3,44,9.1,"351",72.7,70.1,1276
"1277","27Q351","High school",-73.825317,40.586012,"Rockaway Collegiate High School",327,153,46.8,174,53.2,6,1.8,178,54.4,117,35.8,0,0,2,0.6,22,6.7,2,0.6,92,28.1,40,12.2,"294",89.9,85.6,1277
"1278","28Q354","Elementary",-73.774668,40.679843,"The Jermaine L. Green STEM Institute of Queens",533,259,48.6,274,51.4,10,1.9,436,81.8,51,9.6,23,4.3,7,1.3,4,0.8,2,0.4,98,18.4,15,2.8,"424",79.5,72.8,1278
"1279","29Q355","Junior High-Intermediate-Middle",-73.759396,40.664809,"Collaborative Arts Middle School",338,203,60.1,135,39.9,4,1.2,282,83.4,42,12.4,3,0.9,5,1.5,2,0.6,0,0,73,21.6,18,5.3,"276",81.7,69.1,1279
"1280","29Q356","Junior High-Intermediate-Middle",-73.759396,40.664809,"Community Voices Middle School",340,149,43.8,191,56.2,7,2.1,282,82.9,39,11.5,0,0,8,2.4,4,1.2,0,0,90,26.5,24,7.1,"272",80,72.8,1280
"1281","28Q358","Junior High-Intermediate-Middle",-73.797981,40.708698,"M.S. 358",362,181,50,181,50,96,26.5,87,24,157,43.4,3,0.8,14,3.9,5,1.4,0,0,73,20.2,56,15.5,"315",87,79.9,1281
"1282","84Q359","Elementary",-73.902197,40.756181,"Academy of the City Charter School",531,270,50.8,261,49.2,130,24.5,40,7.5,272,51.2,7,1.3,2,0.4,80,15.1,0,0,56,10.5,40,7.5,"358",67.4,56.1,1282
"1283","29Q360","Elementary",-73.756259,40.702329,"P.S. 360",271,146,53.9,125,46.1,1,0.4,256,94.5,12,4.4,0,0,2,0.7,0,0,0,0,29,10.7,0,0,"176",64.9,48.3,1283
"1284","30Q361","Elementary",-73.90643,40.747701,"The Woodside Community School",417,235,56.4,182,43.6,154,36.9,1,0.2,222,53.2,7,1.7,7,1.7,26,6.2,0,0,52,12.5,96,23,"313",75.1,66.5,1284
"1285","27Q362","Elementary",-73.758587,40.599467,"Wave Preparatory Elementary School",516,240,46.5,276,53.5,7,1.4,184,35.7,319,61.8,1,0.2,2,0.4,3,0.6,0,0,102,19.8,113,21.9,"457",88.6,85.6,1285
"1286","84Q372","Elementary",-73.807561,40.713084,"Growing Up Green Charter School II",435,194,44.6,241,55.4,53,12.2,227,52.2,125,28.7,5,1.1,10,2.3,15,3.4,0,0,89,20.5,34,7.8,"316",72.6,69.6,1286
"1287","84Q373","High school",-73.825317,40.586012,"New Visions Charter High School for the Humanities",265,126,47.5,139,52.5,8,3,170,64.2,59,22.3,3,1.1,7,2.6,17,6.4,1,0.4,54,20.4,4,1.5,"194",73.2,74.2,1287
"1288","84Q374","Elementary",-73.799756,40.675626,"Success Academy Charter School - South Jamaica",384,194,50.5,190,49.5,50,13,249,64.8,52,13.5,6,1.6,15,3.9,12,3.1,0,0,57,14.8,19,4.9,"227",59.1,62.4,1288
"1289","84Q375","Elementary",-73.749891,40.604019,"Success Academy Charter School - Far Rockaway",522,271,51.9,251,48.1,9,1.7,388,74.3,106,20.3,5,1,7,1.3,7,1.3,0,0,98,18.8,11,2.1,"396",75.9,80.9,1289
"1290","26Q376","Elementary",-73.770314,40.754954,"P.S. 376",243,120,49.4,123,50.6,146,60.1,10,4.1,50,20.6,6,2.5,2,0.8,29,11.9,0,0,33,13.6,34,14,"110",45.3,42.6,1290
"1291","27Q377","Elementary",-73.83685,40.668083,"P.S. 377",343,158,46.1,185,53.9,82,23.9,34,9.9,174,50.7,4,1.2,17,5,32,9.3,0,0,43,12.5,24,7,"217",63.3,55.9,1291
"1292","27Q377","Elementary",-73.83685,40.668083,"P.S. 377",343,158,46.1,185,53.9,82,23.9,34,9.9,174,50.7,4,1.2,17,5,32,9.3,0,0,43,12.5,24,7,"217",63.3,55.9,1292
"1293","25Q379","Junior High-Intermediate-Middle",-73.843504,40.785129,"College Point Collaborative",339,160,47.2,179,52.8,53,15.6,2,0.6,235,69.3,2,0.6,1,0.3,46,13.6,0,0,66,19.5,42,12.4,"263",77.6,65,1293
"1294","84Q380","Junior High-Intermediate-Middle",-73.861594,40.759419,"Forte Preparatory Academy Charter School",270,128,47.4,142,52.6,11,4.1,24,8.9,232,85.9,0,0,1,0.4,2,0.7,0,0,58,21.5,36,13.3,"246",91.1,84.5,1294
"1295","30Q384","Elementary",-73.940316,40.748159,"P.S. 384",105,47,44.8,58,55.2,31,29.5,8,7.6,13,12.4,5,4.8,1,1,47,44.8,0,0,13,12.4,21,20,"23",21.9,22.5,1295
"1296","84Q385","Elementary",-73.816232,40.766487,"Elm Community Charter School",193,97,50.3,96,49.7,21,10.9,14,7.3,145,75.1,3,1.6,3,1.6,7,3.6,0,0,31,16.1,71,36.8,"152",78.8,72,1296
"1297","84Q386","Elementary",-73.856042,40.671281,"Our World Neighborhood Charter School 2",186,100,53.8,86,46.2,11,5.9,107,57.5,56,30.1,2,1.1,4,2.2,6,3.2,0,0,21,11.3,12,6.5,"148",79.6,75.7,1297
"1298","84Q387","Elementary",-73.891847,40.759705,"Valence College Preparatory Charter School",117,54,46.2,63,53.8,2,1.7,3,2.6,110,94,0,0,1,0.9,1,0.9,0,0,18,15.4,33,28.2,"110",94,88.3,1298
"1299","30Q398","Elementary",-73.896705,40.752773,"The Hector Figueroa School",124,58,46.8,66,53.2,49,39.5,1,0.8,57,46,6,4.8,0,0,11,8.9,0,0,12,9.7,26,21,"82",66.1,57.5,1299
"1300","27Q400","High school",-73.782684,40.673949,"August Martin High School",374,155,41.4,219,58.6,48,12.8,232,62,65,17.4,3,0.8,17,4.5,6,1.6,3,0.8,86,23,19,5.1,"320",85.6,73.8,1300
"1301","26Q415","High school",-73.757271,40.752343,"Benjamin N. Cardozo High School",3432,1851,53.9,1581,46.1,1451,42.3,739,21.5,734,21.4,26,0.8,30,0.9,446,13,6,0.2,493,14.4,151,4.4,"2,308",67.2,54.5,1301
"1302","25Q425","High school",-73.823841,40.737448,"John Bowne High School",3432,1717,50,1715,50,997,29.1,666,19.4,1485,43.3,9,0.3,39,1.1,180,5.2,56,1.6,525,15.3,619,18,"2,588",75.4,77.3,1302
"1303","26Q430","High school",-73.795049,40.740875,"Francis Lewis High School",4468,2180,48.8,2288,51.2,2583,57.8,232,5.2,943,21.1,20,0.4,19,0.4,671,15,0,0,642,14.4,441,9.9,"3,107",69.5,61.4,1303
"1304","26Q435","High school",-73.739726,40.733888,"Martin Van Buren High School",1151,514,44.7,637,55.3,361,31.4,464,40.3,232,20.2,3,0.3,48,4.2,32,2.8,11,1,162,14.1,168,14.6,"892",77.5,71.8,1304
"1305","28Q440","High school",-73.843972,40.730017,"Forest Hills High School",3705,1883,50.8,1822,49.2,898,24.2,246,6.6,1359,36.7,18,0.5,31,0.8,1068,28.8,85,2.3,624,16.8,334,9,"2,808",75.8,62.1,1305
"1306","30Q445","High school",-73.911165,40.757072,"William Cullen Bryant High School",2287,1023,44.7,1264,55.3,596,26.1,160,7,1218,53.3,10,0.4,12,0.5,285,12.5,6,0.3,331,14.5,367,16,"1,932",84.5,81.8,1306
"1307","30Q450","High school",-73.933907,40.765881,"Long Island City High School",2204,1100,49.9,1104,50.1,314,14.2,197,8.9,1509,68.5,10,0.5,10,0.5,141,6.4,23,1,377,17.1,231,10.5,"1,841",83.5,82.7,1307
"1308","24Q455","High school",-73.874129,40.740824,"Newtown High School",1657,672,40.6,985,59.4,420,25.3,117,7.1,989,59.7,1,0.1,20,1.2,88,5.3,22,1.3,244,14.7,395,23.8,"1,291",77.9,82.5,1308
"1309","25Q460","High school",-73.826811,40.764892,"Flushing High School",1483,725,48.9,758,51.1,241,16.3,242,16.3,913,61.6,6,0.4,20,1.3,41,2.8,20,1.3,187,12.6,290,19.6,"1,200",80.9,81,1309
"1310","27Q475","High school",-73.833815,40.695171,"Richmond Hill High School",1613,743,46.1,870,53.9,480,29.8,208,12.9,766,47.5,5,0.3,77,4.8,64,4,13,0.8,244,15.1,316,19.6,"1,321",81.9,80,1310
"1311","27Q480","High school",-73.838616,40.680065,"John Adams High School",2492,1161,46.6,1331,53.4,920,36.9,621,24.9,801,32.1,13,0.5,59,2.4,78,3.1,0,0,343,13.8,306,12.3,"2,003",80.4,78.1,1311
"1312","27Q480","High school",-73.838616,40.680065,"John Adams High School",2492,1161,46.6,1331,53.4,920,36.9,621,24.9,801,32.1,13,0.5,59,2.4,78,3.1,0,0,343,13.8,306,12.3,"2,003",80.4,78.1,1312
"1313","24Q485","High school",-73.909202,40.711881,"Grover Cleveland High School",1683,762,45.3,921,54.7,154,9.2,103,6.1,1097,65.2,3,0.2,9,0.5,296,17.6,21,1.2,342,20.3,292,17.3,"1,244",73.9,78,1313
"1314","29Q492","High school",-73.74633,40.698786,"Mathematics, Science Research and Technology Magne",401,140,34.9,261,65.1,63,15.7,272,67.8,47,11.7,2,0.5,6,1.5,9,2.2,2,0.5,41,10.2,69,17.2,"331",82.5,75.3,1314
"1315","26Q495","High school",-73.781041,40.771398,"Bayside High School",2865,1385,48.3,1480,51.7,1143,39.9,386,13.5,709,24.7,14,0.5,92,3.2,503,17.6,18,0.6,450,15.7,204,7.1,"2,092",73,56.2,1315
"1316","29Q498","High school",-73.74633,40.698786,"Humanities & Arts Magnet High School",372,201,54,171,46,15,4,280,75.3,49,13.2,3,0.8,14,3.8,8,2.2,3,0.8,61,16.4,38,10.2,"307",82.5,72.6,1316
"1317","25Q499","K-8",-73.820821,40.738599,"The Queens College School for Math, Science and Te",523,277,53,246,47,272,52,106,20.3,84,16.1,23,4.4,4,0.8,34,6.5,0,0,51,9.8,12,2.3,"259",49.5,45.5,1317
"1318","30Q501","High school",-73.925182,40.756099,"Frank Sinatra School of the Arts High School",851,576,67.7,275,32.3,97,11.4,103,12.1,263,30.9,20,2.4,7,0.8,306,36,55,6.5,156,18.3,5,0.6,"290",34.1,35.5,1318
"1319","30Q502","High school",-73.946488,40.748502,"Information Technology High School",976,262,26.8,714,73.2,179,18.3,108,11.1,616,63.1,2,0.2,4,0.4,65,6.7,2,0.2,183,18.8,66,6.8,"765",78.4,78.6,1319
"1320","28Q505","High school",-73.803001,40.709461,"Hillcrest High School",3091,1543,49.9,1548,50.1,985,31.9,797,25.8,1063,34.4,10,0.3,144,4.7,91,2.9,1,0,347,11.2,532,17.2,"2,561",82.9,76.7,1320
"1321","24Q520","High school",-73.933316,40.743253,"Middle College High School at LaGuardia Community",507,278,54.8,229,45.2,44,8.7,15,3,412,81.3,0,0,2,0.4,33,6.5,1,0.2,85,16.8,6,1.2,"385",75.9,78.4,1321
"1322","25Q525","High school",-73.821532,40.737038,"Townsend Harris High School",1219,796,65.3,423,34.7,675,55.4,62,5.1,139,11.4,17,1.4,13,1.1,231,18.9,82,6.7,89,7.3,1,0.1,"610",50,41.3,1322
"1323","24Q530","High school",-73.933316,40.743253,"International High School at LaGuardia Community C",519,292,56.3,227,43.7,106,20.4,9,1.7,352,67.8,0,0,1,0.2,51,9.8,0,0,11,2.1,314,60.5,"376",72.4,86.7,1323
"1324","25Q540","High school",-73.828279,40.765624,"Queens Academy High School",393,136,34.6,257,65.4,60,15.3,53,13.5,236,60.1,0,0,3,0.8,41,10.4,0,0,97,24.7,45,11.5,"313",79.6,78.4,1324
"1325","24Q550","High school",-73.853412,40.737673,"High School for Arts and Business",778,405,52.1,373,47.9,82,10.5,48,6.2,587,75.4,0,0,6,0.8,42,5.4,13,1.7,127,16.3,64,8.2,"580",74.6,76.6,1325
"1326","30Q555","High school",-73.936592,40.751838,"Newcomers High School",792,362,45.7,430,54.3,192,24.2,8,1,538,67.9,0,0,15,1.9,39,4.9,0,0,10,1.3,588,74.2,"716",90.4,95,1326
"1327","24Q560","Secondary School",-73.936442,40.742217,"Robert F. Wagner, Jr. Secondary School for Arts an",653,303,46.4,350,53.6,149,22.8,32,4.9,336,51.5,8,1.2,2,0.3,120,18.4,6,0.9,103,15.8,13,2,"460",70.4,61,1327
"1328","26Q566","High school",-73.728834,40.744197,"Queens High School of Teaching, Liberal Arts and t",1012,530,52.4,482,47.6,210,20.8,522,51.6,167,16.5,5,0.5,25,2.5,53,5.2,30,3,189,18.7,24,2.4,"640",63.2,47.7,1328
"1329","30Q575","High school",-73.937564,40.751144,"Academy of American Studies",1025,611,59.6,414,40.4,232,22.6,41,4,367,35.8,0,0,0,0,385,37.6,0,0,79,7.7,16,1.6,"645",62.9,55.2,1329
"1330","30Q580","Secondary School",-73.926977,40.754975,"Baccalaureate School for Global Education",557,327,58.7,230,41.3,253,45.4,25,4.5,107,19.2,21,3.8,3,0.5,148,26.6,0,0,51,9.2,9,1.6,"247",44.3,44.1,1330
"1331","24Q585","High school",-73.887909,40.729104,"Maspeth High School",1232,621,50.4,611,49.6,216,17.5,17,1.4,588,47.7,2,0.2,5,0.4,317,25.7,87,7.1,189,15.3,39,3.2,"710",57.6,58.1,1331
"1332","24Q600","High school",-73.927995,40.741658,"Queens Technical High School",1461,569,38.9,892,61.1,153,10.5,61,4.2,1161,79.5,1,0.1,5,0.3,80,5.5,0,0,258,17.7,84,5.7,"1,258",86.1,80,1332
"1333","24Q610","High school",-73.929577,40.743309,"Aviation Career & Technical Education High School",2064,410,19.9,1654,80.1,748,36.2,77,3.7,948,45.9,5,0.2,21,1,214,10.4,51,2.5,284,13.8,54,2.6,"1,347",65.3,68.4,1333
"1334","28Q620","High school",-73.799692,40.716071,"Thomas A. Edison Career and Technical Education Hi",2224,819,36.8,1405,63.2,1084,48.7,391,17.6,510,22.9,8,0.4,116,5.2,82,3.7,33,1.5,312,14,53,2.4,"1,641",73.8,62.8,1334
"1335","27Q650","High school",-73.841475,40.689177,"High School for Construction Trades, Engineering a",1093,388,35.5,705,64.5,358,32.8,90,8.2,403,36.9,1,0.1,44,4,124,11.3,73,6.7,183,16.7,17,1.6,"780",71.4,56.8,1335
"1336","25Q670","High school",-73.811408,40.72528,"Robert F. Kennedy Community High School",675,300,44.4,375,55.6,228,33.8,80,11.9,261,38.7,0,0,6,0.9,92,13.6,8,1.2,119,17.6,55,8.1,"540",80,73.3,1336
"1337","28Q680","Secondary School",-73.805923,40.718027,"Queens Gateway to Health Sciences Secondary School",694,377,54.3,317,45.7,363,52.3,161,23.2,65,9.4,5,0.7,47,6.8,31,4.5,22,3.2,91,13.1,6,0.9,"410",59.1,57.7,1337
"1338","28Q686","High school",-73.855543,40.708431,"Queens Metropolitan High School",1144,569,49.7,575,50.3,112,9.8,45,3.9,505,44.1,4,0.3,8,0.7,470,41.1,0,0,213,18.6,47,4.1,"662",57.9,48.2,1338
"1339","28Q687","High school",-73.798364,40.700884,"Queens High School for the Sciences at York Colleg",480,212,44.2,268,55.8,397,82.7,19,4,19,4,2,0.4,1,0.2,20,4.2,22,4.6,3,0.6,0,0,"298",62.1,50.7,1339
"1340","28Q690","High school",-73.783438,40.685838,"High School for Law Enforcement and Public Safety",395,202,51.1,193,48.9,60,15.2,210,53.2,103,26.1,0,0,11,2.8,6,1.5,5,1.3,86,21.8,26,6.6,"309",78.2,73.2,1340
"1341","84Q704","Elementary",-73.753009,40.676318,"Merrick Academy - Queens Public Charter School",540,265,49.1,275,50.9,3,0.6,476,88.1,43,8,8,1.5,7,1.3,1,0.2,2,0.4,102,18.9,14,2.6,"426",78.9,62.7,1341
"1342","84Q705","K-12 all grades",-73.884817,40.749934,"Renaissance Charter School",613,315,51.4,298,48.6,113,18.4,27,4.4,414,67.5,12,2,1,0.2,46,7.5,0,0,90,14.7,61,10,"445",72.6,60.3,1342
